Gene	Family
QA96-1749_k31_TRINITY_DN80525_c0_g1_i1	TRAF	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0292097.2	GRAS	TFF
MT11-610_k31_TRINITY_DN5978_c0_g2_i7	MYB-related	TFF
CP74-2005_k31_TRINITY_DN36856_c0_g1_i1	TRAF	OTR
B1_k25_TRINITY_DN39434_c0_g1_i1	GNAT	OTR
CC011940_cc_00031756-RA	NAC	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0002516.5	MYB-related	TFF
TUC717_k25_TRINITY_DN8453_c0_g1_i2	Orphans	Orphans
TUC717_k25_TRINITY_DN2411_c1_g1_i2	zf-BED	TFF
MT11-610_k31_TRINITY_DN161515_c0_g1_i1	MYB	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000013834.1	C3H	TFF
ROC20_k25_TRINITY_DN41322_c0_g2_i5	C2H2	TFF
R570_ASM_Sh02_p002020	bHLH	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000018108.4	PLATZ	TFF
ROC20_k31_TRINITY_DN6191_c0_g1_i1	AP2-EREBP	TFF
F1_Bulk_1_k31_TRINITY_DN13240_c0_g1_i4	GRAS	TFF
B2_k25_TRINITY_DN89176_c0_g1_i1	WRKY	TFF
KQB07-23990_k25_TRINITY_DN3949_c0_g2_i5	MYB-related	TFF
MT11-610_k25_TRINITY_DN18028_c0_g1_i19	Orphans	Orphans
ROC22_k25_TRINITY_DN2258_c0_g1_i12	C3H	TFF
MS6847_k25_TRINITY_DN28992_c0_g1_i5	FAR1	TFF
ROC26_k25_TRINITY_DN28471_c0_g1_i1	AP2-EREBP	TFF
Co8021_k31_TRINITY_DN9391_c0_g1_i1	Orphans	Orphans
ROC22_k25_TRINITY_DN223169_c0_g1_i1	OFP	TFF
LCP85-384_k31_TRINITY_DN2144_c0_g1_i3	PAS	TFF
CC011940_Sobic.001G104000.1.mrna1	BSD	TFF
QN05-1743_k31_TRINITY_DN3001_c0_g2_i3	GNAT	OTR
KQB07-24739_k25_TRINITY_DN2513_c0_g1_i5	TRAF	OTR
ROC20_k31_TRINITY_DN12526_c0_g1_i6	NAC	TFF
SP80-3280_Mattielo_SP803280_c88636_g1_i4	FAR1	TFF
Q241_k25_TRINITY_DN1425_c0_g1_i6	zf-LSD1	TFF
GXU-34140_k25_TRINITY_DN7273_c1_g1_i2	AP2-EREBP	TFF
MT11-610_k31_TRINITY_DN40416_c0_g1_i4	mTERF	OTR
CC011940_cc_00010992-RA	MADS	TFF
QA96-1749_k31_TRINITY_DN13728_c0_g1_i2	zf-BED	TFF
KQ08-2850_k25_TRINITY_DN31440_c0_g1_i1	TUB	TFF
KQB07-23990_k31_TRINITY_DN7169_c1_g1_i3	TRAF	OTR
CC011940_cc_00021117-RA	TRAF	OTR
QS99-2014_k25_TRINITY_DN3717_c0_g1_i15	PAS	TFF
GT96-167_k31_TRINITY_DN126125_c0_g1_i1	ARF	TFF
F1_Bulk_2_k25_TRINITY_DN31807_c0_g2_i5	E2F-DP	TFF
MT11-610_k25_TRINITY_DN2388_c0_g1_i11	Orphans	Orphans
R570_BAC_Sh_217H15_contig-1_p000010	Orphans	Orphans
ROC22_k31_TRINITY_DN45466_c0_g1_i7	zf-HD	TFF
KQB07-24619_k25_TRINITY_DN11078_c0_g1_i1	GRAS	TFF
LCP85-384_k31_TRINITY_DN10_c0_g3_i1	zf-HD	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0107404.7	NAC	TFF
ROC20_k25_TRINITY_DN9343_c0_g1_i7	MED6	OTR
ROC22_k31_TRINITY_DN23063_c0_g1_i3	Orphans	Orphans
LCP85-384_k31_TRINITY_DN435_c0_g1_i4	PAS	TFF
LCP85-384_k25_TRINITY_DN19174_c0_g1_i6	Orphans	Orphans
F1_Bulk_2_k31_TRINITY_DN37681_c0_g2_i1	ABI3VP1	TFF
CoV92102_k31_TRINITY_DN18933_c0_g1_i8	TRAF	OTR
ROC20_k25_TRINITY_DN3446_c0_g1_i7	HB	TFF
F1_Bulk_1_k31_TRINITY_DN13247_c0_g1_i6	AP2-EREBP	TFF
CC011940_cc_00008568-RA	SAP	TFF
QN05-1509_k25_TRINITY_DN2483_c0_g1_i13	ARF	TFF
MT11-610_k25_TRINITY_DN47379_c0_g1_i2	GRAS	TFF
GUC2_k25_TRINITY_DN4233_c0_g1_i3	GNAT	OTR
KQB07-23990_k25_TRINITY_DN16052_c0_g1_i2	PHD	OTR
Co8021_k25_TRINITY_DN8856_c0_g1_i2	NAC	TFF
QA02-1009_k25_TRINITY_DN3385_c0_g2_i6	DDT	OTR
ROC22_k25_TRINITY_DN26836_c0_g2_i6	Orphans	Orphans
ROC22_k31_TRINITY_DN6185_c0_g1_i9	WRKY	TFF
LCP85-384_k31_TRINITY_DN151320_c0_g1_i11	NAC	TFF
ROC20_k31_TRINITY_DN20097_c0_g2_i11	TUB	TFF
QA96-1749_k31_TRINITY_DN3939_c0_g1_i2	Orphans	Orphans
GN18_k31_TRINITY_DN57833_c2_g1_i1	C3H	TFF
ROC22_k25_TRINITY_DN30233_c0_g1_i3	zf-BED	TFF
LCP85-384_k31_TRINITY_DN28147_c0_g1_i8	Orphans	Orphans
LCP85-384_k31_TRINITY_DN188392_c2_g1_i1	HSF	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0058069.3	Orphans	Orphans
CoV92102_k25_TRINITY_DN7285_c0_g1_i17	ABI3VP1	TFF
MT11-610_k31_TRINITY_DN147913_c0_g1_i1	TFIID	TFF
CoV92102_k25_TRINITY_DN214_c0_g2_i2	CCAAT	TFF
MS6847_k25_TRINITY_DN52926_c0_g1_i2	Orphans	Orphans
CP74-2005_k25_TRINITY_DN53453_c0_g1_i1	NAC	TFF
US851008_k31_TRINITY_DN1591_c1_g1_i1	Orphans	Orphans
SP80-3280_CTBE_evm.model.SCSP803280_000018556.1	NAC	TFF
CP74-2005_k31_TRINITY_DN101712_c0_g2_i3	TRAF	OTR
US851008_k31_TRINITY_DN634_c0_g1_i12	bHLH	TFF
CC011940_cc_00006892-RA	Orphans	Orphans
R570_BAC_Sh_004I18_p000110	MYB-related	TFF
MT11-610_k31_TRINITY_DN1000_c1_g1_i8	Orphans	Orphans
CC011940_cc_00026554-RA	Orphans	Orphans
ROC22_k25_TRINITY_DN1284_c0_g1_i5	C3H	TFF
LCP85-384_k25_TRINITY_DN3332_c1_g1_i1	C2C2-Dof	TFF
GN18_k31_TRINITY_DN16806_c0_g2_i2	SET	OTR
CP74-2005_k25_TRINITY_DN8211_c0_g1_i7	MYB-related	TFF
LCP85-384_k31_TRINITY_DN2944_c0_g1_i2	zf-fF-X1	TFF
RB72454_k25_TRINITY_DN18538_c0_g1_i2	bZIP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0261630.1	GNAT	OTR
CP74-2005_k25_TRINITY_DN52555_c0_g1_i2	WRKY	TFF
KQB07-23990_k31_TRINITY_DN12669_c0_g1_i4	NAC	TFF
ROC22_k31_TRINITY_DN27130_c0_g2_i3	Orphans	Orphans
ROC20_k31_TRINITY_DN74779_c0_g1_i8	WRKY	TFF
MT11-610_k25_TRINITY_DN134529_c0_g2_i7	TRAF	OTR
F1_Bulk_2_k31_TRINITY_DN3551_c0_g1_i11	bZIP	TFF
GUC2_k31_TRINITY_DN1502_c0_g1_i2	HSF	TFF
GXU-34140_k25_TRINITY_DN25183_c0_g1_i17	Orphans	Orphans
ROC20_k31_TRINITY_DN11775_c0_g1_i1	WRKY	TFF
KQB07-23863_k25_TRINITY_DN1792_c0_g1_i10	ABI3VP1	TFF
KQB07-24739_k25_TRINITY_DN12224_c0_g2_i2	TRAF	OTR
LCP85-384_k31_TRINITY_DN4505_c0_g1_i7	bZIP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0043549.3	GRAS	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0285128.2	zf-LSD1	TFF
CC011940_cc_00034243-RA	E2F-DP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0273065.2	ABI3VP1	TFF
LCP85-384_k31_TRINITY_DN103307_c0_g1_i2	mTERF	OTR
MT11-610_k25_TRINITY_DN148871_c1_g1_i1	GRAS	TFF
KQB08-32953_k25_TRINITY_DN85828_c0_g1_i1	HB	TFF
ROC20_k25_TRINITY_DN40219_c0_g1_i5	Orphans	Orphans
R570_ASM_Sh03_p015080	bHLH	TFF
GXU-34176_k31_TRINITY_DN11996_c0_g1_i3	mTERF	OTR
QBYN04-26041_k25_TRINITY_DN19223_c0_g2_i2	GRAS	TFF
ROC20_k31_TRINITY_DN11194_c0_g1_i2	MED6	OTR
ROC22_k31_TRINITY_DN94807_c0_g2_i2	mTERF	OTR
LCP85-384_k31_TRINITY_DN55103_c0_g1_i2	GRAS	TFF
ROC26_k31_TRINITY_DN47733_c0_g1_i2	AP2-EREBP	TFF
GXU-34176_k31_TRINITY_DN3376_c0_g1_i12	MYB-related	TFF
R570_BAC_Sh_235E04_contig-1_p000010	LIM	TFF
SP80-3280_unmappedk25_TRINITY_DN8896_c1_g1_i1	E2F-DP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0347287.1	Orphans	Orphans
QA02-1009_k25_TRINITY_DN6923_c1_g1_i24	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0393948.2	mTERF	OTR
KQB07-23990_k31_TRINITY_DN4145_c0_g1_i1	Orphans	Orphans
R570_BAC_Sh_247O08_contig-2_p000010	FAR1	TFF
ROC22_k25_TRINITY_DN8015_c1_g2_i1	GRAS	TFF
QN05-1509_k25_TRINITY_DN2716_c0_g2_i2	Tudor-knot	OTR
ROC22_k31_TRINITY_DN10790_c0_g2_i2	TUB	TFF
QN05-1509_k31_TRINITY_DN8732_c0_g1_i11	Orphans	Orphans
RB72454_k31_TRINITY_DN3584_c0_g1_i5	C2C2-GATA	TFF
ROC20_k25_TRINITY_DN3518_c0_g1_i9	C3H	TFF
LCP85-384_k25_TRINITY_DN128069_c0_g1_i3	SET	OTR
GUC10_k25_TRINITY_DN1334_c2_g1_i4	HB	TFF
GXU-34140_k25_TRINITY_DN3869_c0_g1_i14	MYB-related	TFF
RB72454_k25_TRINITY_DN28_c0_g1_i1	ABI3VP1	TFF
R570_BAC_Sh_225N15_p000080	MYB-related	TFF
Co06022_k31_TRINITY_DN4014_c0_g1_i6	WRKY	TFF
GN18_k25_TRINITY_DN2601_c0_g1_i2	HB	TFF
KQB08-32953_k25_TRINITY_DN9517_c0_g1_i4	ABI3VP1	TFF
GXU-34140_k25_TRINITY_DN119119_c0_g1_i1	TCP	TFF
ROC20_k25_TRINITY_DN3670_c1_g1_i13	PHD	OTR
R570_ASM_Sh09_p019400	NAC	TFF
LCP85-384_k31_TRINITY_DN8888_c0_g1_i9	TRAF	OTR
LCP85-384_k31_TRINITY_DN87540_c0_g1_i2	FAR1	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000029124.2	NAC	TFF
GN18_k25_TRINITY_DN3619_c0_g1_i10	HSF	TFF
ROC20_k31_TRINITY_DN2613_c0_g1_i1	Orphans	Orphans
B2_k25_TRINITY_DN10364_c0_g1_i4	FAR1	TFF
ROC20_k31_TRINITY_DN12197_c0_g1_i3	AP2-EREBP	TFF
B2_k25_TRINITY_DN44948_c0_g1_i1	Sigma70-like	TFF
CP74-2005_k25_TRINITY_DN35906_c0_g1_i5	NAC	TFF
CC011940_cc_00016320-RA	Orphans	Orphans
ROC22_k31_TRINITY_DN40810_c0_g1_i5	TCP	TFF
GUC10_k31_TRINITY_DN34449_c0_g1_i1	FHA	TFF
CP74-2005_k25_TRINITY_DN215121_c0_g1_i1	GRAS	TFF
KQB07-23863_k31_TRINITY_DN2657_c0_g1_i8	PHD	OTR
MT11-610_k31_TRINITY_DN5586_c0_g1_i1	CPP	TFF
LCP85-384_k31_TRINITY_DN7280_c0_g2_i1	bZIP	TFF
KQB09-23137_k31_TRINITY_DN28777_c0_g1_i1	Jumonji	OTR
Q241_k31_TRINITY_DN2413_c0_g1_i5	Orphans	Orphans
ROC20_k31_TRINITY_DN7070_c0_g2_i7	AUX/IAA	OTR
R570_BAC_Sh_231H19_p000060	NAC	TFF
QN05-1743_k31_TRINITY_DN2207_c0_g1_i2	ARF	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0030656.6	FHA	TFF
QN05-1743_k31_TRINITY_DN5974_c0_g1_i15	ARF	TFF
MS6847_k25_TRINITY_DN7765_c0_g1_i4	MED26	OTR
ROC22_k31_TRINITY_DN8886_c0_g1_i3	WRKY	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0233427.1	DDT	OTR
LCP85-384_k31_TRINITY_DN86676_c0_g1_i2	TRAF	OTR
SP80-3280_IQUSP_evm.model.unitig_202201.1	PAS	TFF
ROC22_k25_TRINITY_DN23186_c0_g1_i17	bZIP	TFF
KQB09-23137_k25_TRINITY_DN45914_c0_g1_i1	TRAF	OTR
GN18_k25_TRINITY_DN1210_c0_g3_i1	bZIP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0009302.1	GNAT	OTR
GN18_k25_TRINITY_DN1115_c0_g2_i3	zf-A20	TFF
QA02-1009_k25_TRINITY_DN17762_c0_g1_i2	Orphans	Orphans
KQB07-24619_k25_TRINITY_DN4379_c1_g1_i6	PHD	OTR
QN05-1460_k31_TRINITY_DN6264_c0_g1_i2	WRKY	TFF
KQB09-20620_k31_TRINITY_DN1756_c0_g1_i10	C3H	TFF
ROC20_k31_TRINITY_DN2004_c0_g1_i1	AP2-EREBP	TFF
KQB09-20620_k31_TRINITY_DN516_c0_g1_i2	HB	TFF
MS6847_k25_TRINITY_DN4475_c0_g1_i2	AP2-EREBP	TFF
QN05-1509_k25_TRINITY_DN7773_c1_g1_i1	FAR1	TFF
ROC20_k25_TRINITY_DN75034_c0_g2_i1	MYB	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0003585.4	Orphans	Orphans
CC011940_cc_00005865-RA	bHLH	TFF
CC011940_cc_00014444-RA	zf-BED	TFF
GXU-34140_k31_TRINITY_DN11167_c0_g2_i1	TRAF	OTR
Q241_k25_TRINITY_DN11002_c1_g1_i3	HB	TFF
QS99-2014_k25_TRINITY_DN4270_c0_g1_i20	SET	OTR
CC011940_cc_00004019-RA	Tify	TFF
QA02-1009_k25_TRINITY_DN673_c0_g2_i9	bZIP	TFF
ROC20_k31_TRINITY_DN1123_c1_g1_i3	AP2-EREBP	TFF
B2_k31_TRINITY_DN25807_c0_g1_i2	mTERF	OTR
SP80-3280_CTBE_evm.model.SCSP803280_000065612.2	GRAS	TFF
CC011940_cc_00000526-RA	NAC	TFF
ROC20_k31_TRINITY_DN9208_c0_g1_i2	MYB-related	TFF
CP74-2005_k25_TRINITY_DN14895_c0_g1_i1	bHLH	TFF
Q200_k31_TRINITY_DN1586_c0_g1_i2	TUB	TFF
MS6847_k31_TRINITY_DN97103_c0_g1_i1	Orphans	Orphans
Co06022_k25_TRINITY_DN68559_c0_g2_i1	Orphans	Orphans
RB72454_k31_TRINITY_DN4582_c1_g1_i7	AP2-EREBP	TFF
SP80-3280_Mattielo_SP803280_c102846_g2_i6	bHLH	TFF
Q241_k31_TRINITY_DN14616_c0_g1_i7	Orphans	Orphans
ROC22_k31_TRINITY_DN25010_c0_g1_i3	bHLH	TFF
ROC22_k25_TRINITY_DN120979_c0_g1_i1	Orphans	Orphans
CP74-2005_k25_TRINITY_DN27398_c0_g2_i2	Orphans	Orphans
SP80-3280_IQUSP_evm.model.uti_cns_0300707.1	MADS	TFF
QN05-1509_k25_TRINITY_DN3476_c0_g1_i14	Orphans	Orphans
F1_Bulk_2_k25_TRINITY_DN8577_c0_g1_i9	Orphans	Orphans
CP74-2005_k31_TRINITY_DN24250_c0_g1_i6	WRKY	TFF
GUC10_k31_TRINITY_DN1106_c0_g2_i1	GNAT	OTR
SP80-3280_IQUSP_evm.model.uti_cns_0174050.3	Orphans	Orphans
B2_k31_TRINITY_DN3151_c0_g2_i5	C3H	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0044087.2	Orphans	Orphans
MS6847_k31_TRINITY_DN17171_c0_g1_i5	GNAT	OTR
US851008_k25_TRINITY_DN46049_c2_g1_i11	NAC	TFF
QN05-1509_k25_TRINITY_DN5953_c0_g1_i18	AP2-EREBP	TFF
SP80-3280_Mattielo_SP803280_c109667_g5_i2	zf-BED	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0166274.1	AP2-EREBP	TFF
LCP85-384_k31_TRINITY_DN104200_c0_g1_i4	C2H2	TFF
ROC22_k31_TRINITY_DN15369_c0_g1_i7	AUX/IAA	OTR
MT11-610_k25_TRINITY_DN15250_c0_g1_i5	SWI/SNF-SWI3	OTR
US851008_k31_TRINITY_DN4930_c0_g1_i14	Orphans	Orphans
LCP85-384_k31_TRINITY_DN5434_c0_g1_i7	C2H2	TFF
F1_Bulk_2_k25_TRINITY_DN11314_c0_g1_i14	LIM	TFF
KQB07-24739_k25_TRINITY_DN22705_c0_g1_i1	zf-BED	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000083261.1	MYB-related	TFF
QA02-1009_k31_TRINITY_DN11348_c0_g1_i3	SET	OTR
LCP85-384_k31_TRINITY_DN199888_c0_g1_i3	MYB-related	TFF
GUC10_k31_TRINITY_DN30025_c0_g1_i1	TRAF	OTR
QN05-1509_k31_TRINITY_DN4323_c0_g1_i2	MYB-related	TFF
ROC20_k25_TRINITY_DN21103_c0_g1_i9	AP2-EREBP	TFF
ROC20_k25_TRINITY_DN474_c1_g1_i4	Orphans	Orphans
QS99-2014_k25_TRINITY_DN1251_c0_g1_i10	Orphans	Orphans
MT11-610_k25_TRINITY_DN26146_c1_g1_i2	zf-HD	TFF
B2_k25_TRINITY_DN21610_c0_g1_i1	ABI3VP1	TFF
GT96-167_k25_TRINITY_DN359_c0_g1_i3	HB	TFF
CC011940_Sobic.010G279450.1.mrna1	zf-C5HC2	TFF
GXU-34176_k31_TRINITY_DN7335_c0_g1_i6	PHD	OTR
CP74-2005_k25_TRINITY_DN10979_c0_g2_i3	Orphans	Orphans
F1_Bulk_1_k31_TRINITY_DN8100_c0_g2_i4	FAR1	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0267887.2	ABI3VP1	TFF
QN05-1743_k25_TRINITY_DN1456_c0_g1_i7	bZIP	TFF
MT11-610_k25_TRINITY_DN22612_c0_g2_i4	WRKY	TFF
MT11-610_k31_TRINITY_DN11008_c0_g1_i3	PHD	OTR
CC011940_cc_00000904-RA	bHLH	TFF
Q200_k31_TRINITY_DN6913_c0_g1_i1	MYB-related	TFF
QA96-1749_k31_TRINITY_DN9645_c0_g1_i4	FAR1	TFF
CC011940_cc_00044365-RA	TRAF	OTR
MT11-610_k25_TRINITY_DN42100_c0_g2_i2	SAP	TFF
GUC10_k31_TRINITY_DN24649_c0_g1_i1	bZIP	TFF
QN05-803_k25_TRINITY_DN28000_c0_g1_i10	Orphans	Orphans
MS6847_k31_TRINITY_DN14547_c0_g1_i3	Orphans	Orphans
B2_k31_TRINITY_DN5101_c0_g1_i6	Orphans	Orphans
CC011940_cc_00047942-RA	TRAF	OTR
TUC717_k31_TRINITY_DN4108_c0_g1_i5	FHA	TFF
ROC22_k31_TRINITY_DN12921_c0_g2_i5	AUX/IAA	OTR
ROC22_k31_TRINITY_DN2559_c0_g1_i9	WRKY	TFF
ROC26_k25_TRINITY_DN2725_c0_g2_i1	AP2-EREBP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0178354.1	CCAAT	TFF
MT11-610_k31_TRINITY_DN252592_c0_g1_i1	NAC	TFF
B2_k25_TRINITY_DN18502_c0_g1_i1	MYB-related	TFF
TUC717_k25_TRINITY_DN33920_c0_g1_i1	bHLH	TFF
B2_k31_TRINITY_DN18400_c0_g1_i2	mTERF	OTR
R570_BAC_Sh_225I03_p000100	Orphans	Orphans
ROC22_k25_TRINITY_DN5860_c0_g1_i2	Orphans	Orphans
QBYN04-26041_k25_TRINITY_DN4049_c0_g1_i1	C3H	TFF
ROC22_k25_TRINITY_DN1174_c1_g2_i3	MYB-related	TFF
MT11-610_k25_TRINITY_DN39104_c0_g1_i4	CCAAT	TFF
QBYN04-26041_k31_TRINITY_DN401_c0_g1_i6	LIM	TFF
R570_BAC_Sh_240A12_p000030	SET	OTR
CC011940_cc_00005716-RA	bHLH	TFF
GXU-34140_k31_TRINITY_DN61223_c0_g1_i7	Orphans	Orphans
KQB08-32953_k25_TRINITY_DN73307_c0_g1_i1	mTERF	OTR
ROC20_k31_TRINITY_DN57653_c1_g2_i3	TRAF	OTR
CP74-2005_k31_TRINITY_DN18576_c0_g1_i3	PHD	OTR
ROC26_k25_TRINITY_DN82985_c0_g1_i1	GRAS	TFF
US851008_k31_TRINITY_DN2204_c0_g1_i1	TIG	TFF
Co06022_k31_TRINITY_DN12074_c0_g1_i1	zf-HD	TFF
SP80-3280_CTBE_evm.model.SCSP803280_000022289.2	zf-A20	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0228409.1	Orphans	Orphans
ROC22_k31_TRINITY_DN24230_c0_g1_i1	GRAS	TFF
GUC10_k31_TRINITY_DN8204_c0_g1_i1	Tify	TFF
ROC22_k25_TRINITY_DN5892_c1_g1_i9	GRAS	TFF
CC011940_cc_00032211-RA	ARR-B	TFF
R570_ASM_Sh08_p002140	Orphans	Orphans
ROC20_k25_TRINITY_DN10380_c0_g1_i1	ARF	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0214231.1	MYB-related	TFF
MT11-610_k31_TRINITY_DN220028_c0_g1_i1	Orphans	Orphans
QA02-1009_k25_TRINITY_DN5106_c0_g1_i24	FAR1	TFF
CoV92102_k31_TRINITY_DN104671_c0_g1_i1	RB	OTR
GXU-34176_k31_TRINITY_DN122018_c0_g1_i1	zf-C5HC2	TFF
Q241_k31_TRINITY_DN1794_c0_g1_i1	ARF	TFF
LCP85-384_k31_TRINITY_DN36031_c0_g1_i11	WRKY	TFF
Co8021_k31_TRINITY_DN286_c0_g1_i2	zf-A20	TFF
QN05-1743_k31_TRINITY_DN445_c1_g1_i1	bZIP	TFF
KQB07-23990_k25_TRINITY_DN8860_c0_g1_i5	Orphans	Orphans
R570_BAC_Sh_213K16_p000100	E2F-DP	TFF
CC011940_cc_00039873-RA	Orphans	Orphans
KQB09-20620_k25_TRINITY_DN7583_c0_g2_i2	Orphans	Orphans
MS6847_k31_TRINITY_DN6208_c0_g1_i1	E2F-DP	TFF
SP80-3280_IQUSP_evm.model.unitig_143811.1	Orphans	Orphans
CP74-2005_k25_TRINITY_DN46870_c0_g1_i8	C3H	TFF
ROC20_k25_TRINITY_DN13812_c0_g2_i8	AP2-EREBP	TFF
US851008_k31_TRINITY_DN7590_c1_g1_i3	C2H2	TFF
QN05-1743_k31_TRINITY_DN876_c0_g2_i5	Orphans	Orphans
CP74-2005_k31_TRINITY_DN22899_c0_g1_i3	bHLH	TFF
MS6847_k25_TRINITY_DN20550_c0_g1_i1	AP2-EREBP	TFF
GUC10_k31_TRINITY_DN77043_c0_g1_i1	MED26	OTR
GXU-34176_k25_TRINITY_DN16198_c0_g1_i4	CCAAT	TFF
F1_Bulk_1_k31_TRINITY_DN15015_c0_g3_i1	Orphans	Orphans
Q200_k31_TRINITY_DN8841_c1_g1_i4	GRAS	TFF
R570_ASM_Sh10_p005350	BSD	TFF
ROC22_k31_TRINITY_DN20116_c0_g2_i4	AP2-EREBP	TFF
CP74-2005_k25_TRINITY_DN12715_c1_g1_i1	zf-BED	TFF
CP74-2005_k31_TRINITY_DN24887_c0_g1_i2	E2F-DP	TFF
ROC20_k31_TRINITY_DN228140_c0_g1_i1	C3H	TFF
MT11-610_k31_TRINITY_DN101015_c0_g1_i2	FAR1	TFF
F1_Bulk_1_k25_TRINITY_DN26939_c0_g1_i2	zf-BED	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0118483.5	NAC	TFF
ROC22_k25_TRINITY_DN267965_c0_g1_i1	Orphans	Orphans
MT11-610_k31_TRINITY_DN28332_c0_g2_i1	NAC	TFF
Co06022_k31_TRINITY_DN11162_c0_g1_i3	ABI3VP1	TFF
US851008_k31_TRINITY_DN5868_c1_g1_i1	WRKY	TFF
QN05-803_k25_TRINITY_DN18716_c0_g1_i5	CCAAT	TFF
MT11-610_k25_TRINITY_DN71468_c0_g1_i1	PHD	OTR
CoV92102_k25_TRINITY_DN4811_c0_g3_i1	bZIP	TFF
ROC20_k31_TRINITY_DN6289_c0_g1_i1	WRKY	TFF
GXU-34176_k25_TRINITY_DN13532_c0_g1_i1	bHLH	TFF
CC011940_cc_00009419-RA	E2F-DP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0153336.3	SET	OTR
SP80-3280_CTBE_evm.model.SCSP803280_000032338.1	MYB-related	TFF
R570_BAC_Sh_208J03_contig-3_p000030	bZIP	TFF
CC011940_cc_00002102-RA	MYB-related	TFF
CC011940_cc_00003781-RA	bZIP	TFF
ROC20_k25_TRINITY_DN3333_c0_g1_i1	bHLH	TFF
ROC22_k31_TRINITY_DN152309_c0_g1_i3	Orphans	Orphans
B2_k31_TRINITY_DN9570_c0_g2_i2	HB	TFF
MT11-610_k31_TRINITY_DN134999_c0_g1_i7	MYB-related	TFF
MT11-610_k25_TRINITY_DN1203_c0_g1_i4	AUX/IAA	OTR
GN18_k31_TRINITY_DN15508_c0_g2_i4	MYB	TFF
ROC20_k31_TRINITY_DN20109_c0_g1_i1	GRAS	TFF
MS6847_k31_TRINITY_DN3257_c0_g1_i6	Orphans	Orphans
CoV92102_k25_TRINITY_DN18980_c1_g1_i6	DDT	OTR
KQB09-23137_k31_TRINITY_DN12340_c0_g1_i12	MYB-related	TFF
F1_Bulk_1_k31_TRINITY_DN4040_c0_g1_i4	MYB-related	TFF
LCP85-384_k25_TRINITY_DN23791_c0_g1_i2	bZIP	TFF
Co8021_k31_TRINITY_DN5332_c0_g2_i2	HSF	TFF
QN05-1509_k25_TRINITY_DN2865_c0_g1_i3	bZIP	TFF
R570_ASM_Sh05_p009790	TRAF	OTR
SP80-3280_CTBE_evm.model.SCSP803280_000015565.2	Orphans	Orphans
MT11-610_k31_TRINITY_DN38596_c0_g1_i16	WRKY	TFF
QN05-803_k31_TRINITY_DN13166_c0_g2_i1	NAC	TFF
MS6847_k25_TRINITY_DN48360_c0_g1_i3	WRKY	TFF
ROC26_k25_TRINITY_DN17951_c0_g1_i6	C2C2-GATA	TFF
B2_k25_TRINITY_DN23630_c0_g1_i1	SET	OTR
GN18_k31_TRINITY_DN11975_c0_g1_i2	bZIP	TFF
QN05-1460_k31_TRINITY_DN2907_c0_g1_i2	MYB-related	TFF
T2_k25_TRINITY_DN5753_c0_g1_i1	PAS	TFF
CC011940_cc_00016183-RA	Orphans	Orphans
R570_BAC_Sh_247E21_p000130	WRKY	TFF
F1_Bulk_1_k31_TRINITY_DN3590_c0_g1_i4	Orphans	Orphans
QN05-1509_k31_TRINITY_DN6247_c0_g1_i6	zf-BED	TFF
MT11-610_k25_TRINITY_DN14852_c0_g1_i7	SAP	TFF
SP80-3280_IQUSP_evm.model.uti_cns_0062080.1	zf-MIZ	OTR
CP74-2005_k25_TRINITY_DN38390_c0_g1_i1	HB	TFF
Q200_k31_TRINITY_DN629_c0_g1_i6	BSD	TFF
F1_Bulk_2_k25_TRINITY_DN18258_c0_g1_i4	Orphans	Orphans
FN95-1702_k31_TRINITY_DN5092_c0_g2_i1	Yl1	TFF
Co8021_k31_TRINITY_DN17330_c0_g1_i10	C2H2	TFF
RB72454_k25_TRINITY_DN23856_c0_g1_i1	NAC	TFF
MT11-610_k25_TRINITY_DN207736_c0_g1_i1	MADS	TFF
LCP85-384_k25_TRINITY_DN40138_c0_g1_i6	MYB	TFF
